Date,VAT Quarter,Quarter Number (HMRC),Supplier Name,Description / Memo, Gross Amount (£) , VAT (£) , Net Amount (£) ,Notes
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,"HOUSEKEEP_2792465 	ON","HOUSEKEEP_2792465     	ON 07 OCT BDC	", 72.00 , 12.00 , 60.00 ,
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,HRS ELECTRICAL,"HRS ELECTRICAL        	ON 22 OCT BDC	", 72.50 , 12.08 , 60.42 ,
03/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Impax Security Services Ltd,"IMPAX SECURITY SER    	AS INVOICED BBP	"," 4,500.00 ", 750.00 ," 3,750.00 ",
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Impax Security Services Ltd,"IMPAX SECURITY SER    	AS INVOICED BBP	"," 16,575.31 "," 2,762.55 "," 13,812.76 ",
02/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,INTUIT LIMITED,"INTUIT LIMITED        	00017NGNU0O4Q-00RT DD", 7.20 , 1.20 , 6.00 ,
05/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,INTUIT LIMITED,"INTUIT LIMITED        	00017NGNU0O4Q-00RT DD", 7.20 , 1.20 , 6.00 ,
03/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,INTUIT LIMITED,"INTUIT LIMITED        	00017NGNU0O4Q-00RT DD", 7.20 , 1.20 , 6.00 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,IONOS CLOUD LIMITED,"1 AND 1 IONOS LTD     	ON 08 AUG BDC	", 2.40 , 0.40 , 2.00 ,
12/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,IONOS CLOUD LIMITED,"1 AND 1 IONOS LTD     	ON 08 SEP BDC	", 2.40 , 0.40 , 2.00 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,IONOS CLOUD LIMITED,"1 AND 1 IONOS LTD     	ON 08 OCT BDC	", 2.40 , 0.40 , 2.00 ,
19/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 18 AUG BDC	", 100.44 , 16.74 , 83.70 ,
20/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 18 SEP BDC	", 100.44 , 16.74 , 83.70 ,
21/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 20 SEP BDC	", 316.08 , 52.68 , 263.40 ,
21/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 20 SEP BDC	", 186.00 , 31.00 , 155.00 ,
21/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 20 SEP BDC	", 186.00 , 31.00 , 155.00 ,
21/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 20 SEP BDC	", 108.32 , 18.05 , 90.27 ,
21/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 20 SEP BDC	", 94.30 , 15.72 , 78.58 ,
21/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 20 SEP BDC	", 74.76 , 12.46 , 62.30 ,
19/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 18 OCT BDC	", 162.00 , 27.00 , 135.00 ,
19/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 18 OCT BDC	", 162.00 , 27.00 , 135.00 ,
19/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 18 OCT BDC	", 133.20 , 22.20 , 111.00 ,
19/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 18 OCT BDC	", 100.44 , 16.74 , 83.70 ,
22/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,K EBO T/A EBO CAFE,"K EBO T/A EBO CAFE    	INVOICE BBP	", 861.00 , 143.50 , 717.50 ,
05/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,LAPTOPS,"LAPTOPS DIRECT        	ON 04 AUG BDC	", 429.96 , 71.66 , 358.30 ,
13/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,LAS IGUANAS,"LAS IGUANAS           	ON 12 OCT CLP	", 52.75 ,, 52.75 ,
23/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,LEARNDASH.COM,"LEARNDASH.COM         USA	AMOUNT IN USD	189.", 165.43 ,, 165.43 ,
06/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,LEELA KUNALA,"LEELA KUNALA          	PAY GRP	"," 1,488.37 ",," 1,488.37 ",
26/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,LEELA KUNALA,"LEELA KUNALA          	PAY GRP	"," 1,410.64 ",," 1,410.64 ",
12/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,LIAM BROOKES,"LIAM BROOKES          	TRAINING FT	", 90.00 ,, 90.00 ,
22/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,LIAM BROOKES,"LIAM BROOKES          	TRAINING FT	", 120.00 ,, 120.00 ,
21/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,LIAM BROOKES,"LIAM BROOKES          	TRAINING FT	", 90.00 ,, 90.00 ,
06/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Liberty Charge,"Liberty Charge Lim    	ON 05 SEP BDC	", 8.57 ,, 8.57 ,
08/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Liberty Charge,"Liberty Charge Lim    	ON 07 SEP BDC	", 17.84 ,, 17.84 ,
08/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,LINKEDIN LTD,"LINKEDIN-783*30079    IRELAND	ON 05 AUG BDC	", 69.98 ,, 69.98 ,
06/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,LINKEDIN LTD,"LinkedIn 790492918    IRELAND	ON 05 SEP BDC	", 69.98 ,, 69.98 ,
06/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,LINKEDIN LTD,"LinkedIn 832505229    IRELAND	ON 05 OCT BDC	", 69.98 ,, 69.98 ,
17/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,LINKEDIN LTD,"LINKEDIN-835*66196    IRELAND	ON 14 OCT BDC	", 95.99 ,, 95.99 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,LONDON PLUMBING & HEATING SUPPLIES LIMITED,"LONDON PLUMBING AN    	ON 08 OCT CLP	", 75.00 , 12.50 , 62.50 ,
23/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,LYCAMOBILE,"LYCAMOBILE UK LTD     	ON 21 AUG BDC	", 10.00 , 1.67 , 8.33 ,
25/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,LYCAMOBILE,"LYCAMOBILE UK LTD     	ON 23 AUG BDC	", 15.00 , 2.50 , 12.50 ,
05/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,LYCAMOBILE,"Lycamobile UK         	ON 02 SEP BDC	", 10.00 , 1.67 , 8.33 ,
22/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,LYCAMOBILE,"LYCAMOBILE UK LTD     	ON 20 SEP BDC	", 10.00 , 1.67 , 8.33 ,
26/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,LYCAMOBILE,"LYCAMOBILE UK LTD     	ON 22 SEP BDC	", 15.00 , 2.50 , 12.50 ,
21/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,LYCAMOBILE,"Lycamobile UK         	ON 20 OCT BDC	", 10.00 , 1.67 , 8.33 ,
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,LYCAMOBILE,"LYCAMOBILE            	ON 22 OCT BDC	", 15.00 , 2.50 , 12.50 ,
28/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,MAXIM SOLICITORS,"MAXIM SOLICITORS L    	FLAT 14158 EARLE BBP	"," 19,246.44 "," 3,207.74 "," 16,038.70 ",
13/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,MERCURE KENWOOD,"MERCURE KENWOOD HA    	ON 12 OCT BDC	", 98.10 ,, 98.10 ,
27/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,MICROSOFT LIMITED,"PAYPAL *MICROSOFT     	ON 26 OCT BDC	", 10.99 ,, 10.99 ,
16/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,MICROSOFT LIMITED,"MSFT * E0300JW0P7     	ON 16 AUG BDC	", 11.28 ,, 11.28 ,
16/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,MICROSOFT LIMITED,"MSFT * E0300K9XPB     	ON 16 SEP BDC	", 11.28 ,, 11.28 ,
18/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,MICROSOFT LIMITED,"MSFT * E0300KOD6V     	ON 18 OCT BDC	", 11.28 ,, 11.28 ,
05/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,MMBA ACCOUNTANTS LIMITED,"GOCARDLESS            	TZACO-X8QDNZZVJHKS DD", 400.00 ,, 400.00 ,
05/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,MMBA ACCOUNTANTS LIMITED,"GOCARDLESS            	TZACO-X8QDNZZVJHKS DD", 400.00 ,, 400.00 ,
05/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,MMBA ACCOUNTANTS LIMITED,"GOCARDLESS            	TZACO-X8QDNZZVJHKS DD", 400.00 ,, 400.00 ,
12/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,MOUNTPACE LTD,"MOUNT PACE            	79 HOE STREET STO	"," 1,458.33 ",," 1,458.33 ",
12/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,MOUNTPACE LTD,"MOUNT PACE            	79 HOE STREET STO	"," 1,458.33 ",," 1,458.33 ",
31/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,MR CHRISTOPHER JOH,"MR CHRISTOPHER JOH    	GROSVENOR HOUSE BBP	"," 1,750.00 ", 291.67 ," 1,458.33 ",
03/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Mughal Multiple Services Ltd ,"MUGHAL MULTIPLE SE    	INVOICE BBP	"," 1,506.00 ", 251.00 ," 1,255.00 ",
31/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,NAME-CHEAP.COM,"NAME-CHEAP.COM* PE    USA	AMOUNT IN USD	14.8", 13.30 ,, 13.30 ,
25/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,NPB SECURITY LTD,"NPB SECURITY LTD      	AS INVOICED BBP	"," 1,344.00 ", 224.00 ," 1,120.00 ",
28/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,NPB SECURITY LTD,"NPB SECURITY LTD      	AS INVOICED BBP	"," 3,358.98 ", 559.83 ," 2,799.15 ",
26/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,NPB SECURITY LTD,"NPB SECURITY LTD      	AS INVOICED BBP	"," 7,161.00 "," 1,193.50 "," 5,967.50 ",
31/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,NPB SECURITY LTD,"NPB SECURITY LTD      	AS INVOICED BBP	"," 4,500.00 ", 750.00 ," 3,750.00 ",
04/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,ONE CALL INSURANCE,"ONECALL*7661221-22    	ON 03 AUG BDC	", 33.12 ,, 33.12 ,
23/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,ONE CALL INSURANCE,"ONE CALL INSURANCE    OCAS03336	FIRST DDR PA", 29.96 ,, 29.96 ,
23/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,ONE CALL INSURANCE,"ONE CALL INSURANCE    	OCAS03336 DDR	", 29.94 ,, 29.94 ,
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,ONE CALL INSURANCE,"ONE CALL INSURANCE    	OCAS03336 DDR	", 29.94 ,, 29.94 ,
22/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,One.com,"One.com               SWEDEN	ON 19 AUG BDC	", 13.19 ,, 13.19 ,
28/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,One.com,"One.com               SWEDEN	ON 27 SEP BDC	", 20.39 ,, 20.39 ,
06/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,One.com,"One.com               SWEDEN	ON 05 OCT BDC	", 236.24 ,, 236.24 ,
17/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,One.com,"One.com               SWEDEN	ON 14 OCT BDC	", 20.39 ,, 20.39 ,
27/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,One.com,"One.com               SWEDEN	ON 26 OCT BDC	", 20.39 ,, 20.39 ,
30/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,OPUS ENERGY LTD,"OPUS ENERGY LTD       	0890104 DDR	", 106.66 , 17.78 , 88.88 ,
29/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,OPUS ENERGY LTD,"OPUS ENERGY LTD       	0890104 DDR	", 86.44 , 14.41 , 72.03 ,
31/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,OPUS ENERGY LTD,"OPUS ENERGY LTD       	0890104 DDR	", 119.72 , 19.95 , 99.77 ,
26/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Peace UK Security Ltd ,"PEACE UK SECURITY     	INVOICE FT	"," 4,206.00 ", 701.00 ," 3,505.00 ",
23/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Peace UK Security Ltd ,"PEACE UK SECURITY     	INVOICE BBP	"," 13,536.93 "," 2,256.16 "," 11,280.78 ",
26/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Peace UK Security Ltd ,"PEACE UK SECURITY     	INVOICE FT	"," 13,536.93 "," 2,256.16 "," 11,280.78 ",
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Peace UK Security Ltd ,"PEACE UK SECURITY     	INVOICE BBP	"," 7,676.57 "," 1,279.43 "," 6,397.14 ",
22/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Principal Protection & Events Ltd,"ADVANTEDGE COMMERC    	GUAR001 BBP	"," 23,385.60 "," 3,897.60 "," 19,488.00 ",
30/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Principal Protection & Events Ltd,"ADVANTEDGE COMMERC    	GUAR001 BBP	"," 9,275.60 "," 1,545.93 "," 7,729.67 ",
03/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Principal Protection & Events Ltd,"ADVANTEDGE COMMERC    	14435/PPE BBP	"," 11,692.80 "," 1,948.80 "," 9,744.00 ",
31/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Principal Protection & Events Ltd,"ADVANTEDGE COMMERC    	14435/PPE BBP	"," 14,397.60 "," 2,399.60 "," 11,998.00 ",
04/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,PROPERTYDATA,"PROPERTYDATA          	ON 03 AUG BDC	", 52.80 ,, 52.80 ,
05/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,PROPERTYDATA,"PROPERTYDATA          	ON 03 SEP BDC	", 52.80 ,, 52.80 ,
04/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,PROPERTYDATA,"PROPERTYDATA          	ON 03 OCT BDC	", 52.80 ,, 52.80 ,
18/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Prosec Solutions Ltd ,"PROSEC SOLUTIONS L    	INVOICE 0259 FT	"," 6,000.00 "," 1,000.00 "," 5,000.00 ",
21/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Prosec Solutions Ltd ,"PROSEC SOLUTIONS L    	INVOICE 0284 FT	"," 16,134.00 "," 2,689.00 "," 13,445.00 ",
26/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Prosec Solutions Ltd ,"PROSEC SOLUTIONS L    	INVOICE 0264 FT	"," 22,984.70 "," 3,830.78 "," 19,153.92 ",
26/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Prosec Solutions Ltd ,"PROSEC SOLUTIONS L    	AS INVOICED BBP	"," 25,302.00 "," 4,217.00 "," 21,085.00 ",
30/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,QATARAIRWAYS,"7848#QATARAIRWAYS.    QATAR	AMOUNT IN QAR	19", 462.77 ,, 462.77 ,
12/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Red Apple Branding and Marketing Consultancy Ltd,"RED APPLE MARKETIN    	00967192BBL FT	", 950.00 , 158.33 , 791.67 ,
05/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Redbridge Council,"LONDONBOROOFREDBRI    	ON 04 OCT BDC	", 55.00 ,, 55.00 ,
05/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,RKFM Ltd,"RK FM LTD             	AS INVOICED FT	"," 6,977.00 "," 1,162.83 "," 5,814.17 ",
28/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,RKFM Ltd,"RK FM LTD             	AS INVOICED BBP	"," 10,308.29 "," 1,718.05 "," 8,590.24 ",
12/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Roxen Security Limited ,"ROXEN SECURITY LTD    	AS INVOICED FT	"," 4,500.00 ", 750.00 ," 3,750.00 ",
16/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Roxen Security Limited ,"ROXEN SECURITY LTD    	AS INVOICED FT	"," 2,780.75 ", 463.46 ," 2,317.29 ",
11/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Roxen Security Limited ,"ROXEN SECURITY LTD    	AS INVOICED FT	"," 22,915.25 "," 3,819.21 "," 19,096.04 ",
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Roxen Security Limited ,"ROXEN SECURITY LTD    	AS INVOICED BBP	"," 20,000.00 "," 3,333.33 "," 16,666.67 ",
15/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,RR Security Services Ltd ,"RR SECURITY LIMITE    	AS INVOICED FT	"," 2,000.00 ", 333.33 ," 1,666.67 ",
16/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,RR Security Services Ltd ,"RR SECURITY LIMITE    	INVOICE 245 FT	"," 3,000.00 ", 500.00 ," 2,500.00 ",
02/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,RR Security Services Ltd ,"RR SECURITY LIMITE    	INVOICE 251 FT	"," 10,000.00 "," 1,666.67 "," 8,333.33 ",
05/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,RR Security Services Ltd ,"RR SECURITY LIMITE    	AS INVOICED BBP	"," 10,000.00 "," 1,666.67 "," 8,333.33 ",
05/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,RR Security Services Ltd ,"RR SECURITY LIMITE    	INVOICE 235 FT	"," 10,000.00 "," 1,666.67 "," 8,333.33 ",
05/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,RR Security Services Ltd ,"RR SECURITY LIMITE    	INVOICE 265 BBP	"," 11,000.00 "," 1,833.33 "," 9,166.67 ",
22/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,SANTANDER CONSUMER,"SANTANDER CONSUMER    	10021049636182 DDR	", 999.07 , 166.51 , 832.56 ,
22/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,SANTANDER CONSUMER,"SANTANDER CONSUMER    	10021049636182 DDR	", 999.07 , 166.51 , 832.56 ,
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,SANTANDER CONSUMER,"SANTANDER CONSUMER    	10021049636182 DDR	", 999.07 , 166.51 , 832.56 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Screwfix Romford Gallo ROMFORD,"SCREWFIX DIR LTD      	ON 08 OCT BDC	", 23.86 , 3.98 , 19.88 ,
10/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Screwfix Romford Gallo ROMFORD,"SCREWFIX DIR LTD      	ON 08 OCT BDC	", 13.98 , 2.33 , 11.65 ,
31/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Screwfix Romford Gallo ROMFORD,"SCREWFIX ROMFORD G    	ON 30 OCT CLP	", 36.99 , 6.17 , 30.83 ,
25/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Secure FirstFM Ltd,"SECURE FIRST FM LT    	GUARDIAN FM / 71 BBP	"," 10,767.30 "," 1,794.55 "," 8,972.75 ",
28/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,Secure FirstFM Ltd,"SECURE FIRST FM LT    	AS INVOICED BBP	"," 15,030.30 "," 2,505.05 "," 12,525.25 ",
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,Secure FirstFM Ltd,"SECURE FIRST FM LT    	AS INVOICED BBP	"," 19,406.34 "," 3,234.39 "," 16,171.95 ",
20/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,SECUREPAY.MBNA.CO.,"SECUREPAY.MBNA.CO.    	ON 19 OCT BDC	"," 6,500.00 "," 1,083.33 "," 5,416.67 ",
26/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,SECURITY ZONE MIDLANDS LIMITED,"SECURITY ZONE MIDL    	INVOICE225 FT	"," 24,373.00 "," 4,062.17 "," 20,310.83 ",
30/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,SECURITY ZONE MIDLANDS LIMITED,"SECURITY ZONE MIDL    	INVOICE239 BBP	"," 10,000.00 "," 1,666.67 "," 8,333.33 ",
03/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,SECURITY ZONE MIDLANDS LIMITED,"SECURITY ZONE MIDL    	INVOICE BBP	"," 24,428.40 "," 4,071.40 "," 20,357.00 ",
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,SECURITY ZONE MIDLANDS LIMITED,"SECURITY ZONE MIDL    	INVOICE BBP	"," 9,447.00 "," 1,574.50 "," 7,872.50 ",
26/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,SECURITY ZONE MIDLANDS LIMITED,"SECURITY ZONE MIDL    	INVOICE BBP	"," 20,896.80 "," 3,482.80 "," 17,414.00 ",
15/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,SHOPIFY,"SHOPIFY* 149275251    IRELAND	AMOUNT IN USD	", 24.63 ,, 24.63 ,
24/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,SHOPIFY,"SHOPIFY* 150101328    IRELAND	AMOUNT IN USD	", 38.53 ,, 38.53 ,
14/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,SHOPIFY,"SHOPIFY* 151966216    IRELAND	AMOUNT IN USD	", 25.93 ,, 25.93 ,
23/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,SHOPIFY,"SHOPIFY* 152833015    IRELAND	AMOUNT IN USD	", 40.28 ,, 40.28 ,
14/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,SHOPIFY,"SHOPIFY* 154796350    IRELAND	AMOUNT IN USD	", 26.89 ,, 26.89 ,
27/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,SILVER LINE GRAPHICS LIMITED,"SILVER LINE GRAPHI    	3668 FT	", 66.00 ,, 66.00 ,
19/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,SP DAALS.CO.UK,"SP DAALS.CO.UK        	ON 18 OCT BDC	", 299.96 , 49.99 , 249.97 ,
24/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,THE LONDON CLEANER,"THE LONDON CLEANER    	IG74ND FT	", 65.00 , 10.83 , 54.17 ,
13/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,TMT Security Ltd ,"TMT SECURITY SERVI    	AS INVOICED FT	"," 4,588.00 ", 764.67 ," 3,823.33 ",
28/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,TMT Security Ltd ,"TMT SECURITY SERVI    	AS INVOICED BBP	"," 4,588.00 ", 764.67 ," 3,823.33 ",
17/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,TMT Security Ltd ,"TMT SECURITY SERVI    	AS INVOICED FT	"," 7,224.00 "," 1,204.00 "," 6,020.00 ",
01/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,VERISURE SERVICES,"VERISURE SERVICES     	G874BM9-207803 DDR	", 60.58 , 10.10 , 50.48 ,
01/09/2022,6. Aug'22 to Oct'22,Q4 - 2022,VERISURE SERVICES,"VERISURE SERVICES     	G874BM9-207803 DDR	", 60.58 , 10.10 , 50.48 ,
03/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,VERISURE SERVICES,"VERISURE SERVICES     	G874BM9-207803 DDR	", 60.58 , 10.10 , 50.48 ,
20/10/2022,6. Aug'22 to Oct'22,Q4 - 2022,VERISURE SERVICES,"ZTL*VERISURE SERVI    	ON 19 OCT BDC	", 759.49 , 126.58 , 632.91 ,
05/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"BRIAN SMITH           	INVOICE 045 BBP	"," 3,185.00 ", 530.83 ," 2,654.17 ",
09/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"JAWARIA KHALID        	PAY BBP	"," 4,404.29 ",," 4,404.29 ",
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ABDUL SHAIK           	PAY FT	", 622.50 ,, 622.50 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"ADNAN HANIF           	PAY FT	", 400.00 ,, 400.00 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"DR DILPREET BOLA      	PAY FT	", 342.00 ,, 342.00 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"LUKE T S BUTCHER      	PAY FT	"," 1,695.75 ",," 1,695.75 ",
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MIRZA SARFARAZ UDD    	PAY FT	", 570.00 ,, 570.00 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR COLIN A JONES      	PAY FT	", 256.50 ,, 256.50 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MR CRAIG HAWKINS      	PAY FT	", 608.00 ,, 608.00 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUHAMMAD HAMZA MUN    	PAY FT	", 560.00 ,, 560.00 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"MUHAMMAD ZEESHAN      	PAY FT	"," 1,500.00 ",," 1,500.00 ",
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"PUNEET KUMAR          	PAY FT	", 114.00 ,, 114.00 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SAI PRASANNA RAO M    	PAY FT	", 242.25 ,, 242.25 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SUMANTH MOPARTHI      	PAY FT	", 152.00 ,, 152.00 ,
10/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"WAQAS AHMAD           	PAY FT	", 427.50 ,, 427.50 ,
11/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"JAWARIA KHALID        	PAY FT	", 148.90 ,, 148.90 ,
15/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"KALEEM AHTESHAM       	PAY FT	", 480.00 ,, 480.00 ,
15/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"SAMUEL ADESANYA       	PAY FT	", 228.00 ,, 228.00 ,
15/08/2022,6. Aug'22 to Oct'22,Q4 - 2022,Wages,"UMME SANA             	PAY FT	", 816.50 ,, 816.50 ,
